Date,Time,Token,Symbol,Entry Price,Exit Price,Position Size ($),PnL ($),PnL (%),Win/Loss,Duration,Close Reason
2025-11-26,19:18:43,9ooLu9yCEWytUTw7...,9ooLu9yC,$0.00001329,$0.00001652,$67.29,$13.16,+24.30%,WIN,0.4h,low_liquidity
2025-11-26,19:20:58,GoSqSBEmgP9rp9ac...,GoSqSBEm,$0.13720000,$0.12840000,$28.18,$-1.93,-6.41%,LOSS,0.2h,Trailing Stop
2025-11-26,19:23:05,4YQctfVvAsAD5Joh...,4YQctfVv,$0.40660000,$0.40660000,$51.78,$0.00,+0.00%,BREAK-EVEN,0.1h,low_liquidity
2025-11-26,19:23:05,CG9TQNwxp57SQqkz...,CG9TQNwx,$0.41930000,$0.41930000,$51.92,$0.00,+0.00%,BREAK-EVEN,0.0h,low_liquidity
2025-11-26,19:25:50,5XTi7aVBz9Pgg6LJ...,5XTi7aVB,$0.00001424,$0.00002183,$82.99,$28.85,+53.30%,WIN,0.4h,low_liquidity
2025-11-26,19:26:55,4E5ogA8GhqqZaeAG...,4E5ogA8G,$0.00001345,$0.00002149,$86.34,$32.30,+59.78%,WIN,0.4h,low_liquidity
2025-11-26,19:33:32,D9hqriu5TGqvj25p...,D9hqriu5,$0.00087010,$0.00020070,$13.28,$-44.31,-76.93%,LOSS,0.1h,Stop Loss
2025-11-26,19:35:32,GVqVs7NvtrVoDbFL...,GVqVs7Nv,$0.04653000,$0.05184000,$57.69,$5.91,+11.41%,WIN,0.0h,low_liquidity
2025-11-26,19:35:32,3Qv585sjZF6WLXt9...,3Qv585sj,$0.48640000,$0.40660000,$43.40,$-8.52,-16.41%,LOSS,0.1h,Stop Loss
2025-11-26,19:39:45,CcWBsgCNreKmQVxD...,CcWBsgCN,$0.37530000,$0.11740000,$16.24,$-35.68,-68.72%,LOSS,0.1h,Stop Loss
2025-11-26,19:43:56,CeYQ8otsZzab9AYX...,CeYQ8ots,$0.42890000,$0.50640000,$61.30,$9.38,+18.07%,WIN,0.0h,low_liquidity
2025-11-26,19:56:09,2T3s4cBYefWyvn9v...,2T3s4cBY,$0.00001319,$0.00001440,$59.87,$5.03,+9.17%,WIN,0.4h,Trailing Stop
2025-11-26,20:00:37,4QhZhsXGukTaf7GJ...,4QhZhsXG,$0.55490000,$2.46000000,$115.09,$89.13,+343.32%,WIN,4.8h,Close All (Telegram)
2025-11-26,20:00:37,GYKAZkQGHE6mE6Yv...,GYKAZkQG,$0.00019060,$0.00171900,$53.70,$47.75,+801.89%,WIN,2.3h,Close All (Telegram)
2025-11-26,20:00:37,Cbtu9E3eEn4B7vW3...,Cbtu9E3e,$0.00003791,$0.00009074,$116.21,$67.66,+139.36%,WIN,1.9h,Close All (Telegram)
2025-11-26,20:00:37,9HWaQrcxoPmStb3n...,9HWaQrcx,$0.43340000,$2.19000000,$104.66,$83.95,+405.31%,WIN,1.1h,Close All (Telegram)
2025-11-26,20:00:37,2E2Brj11bw4UgD1b...,2E2Brj11,$0.00000326,$0.00000426,$75.27,$17.67,+30.68%,WIN,0.8h,Close All (Telegram)
2025-11-26,20:00:37,5rxRrcfz9Qm5Rj6i...,5rxRrcfz,$0.00000491,$0.00000735,$84.11,$27.93,+49.71%,WIN,0.7h,Close All (Telegram)
2025-11-26,20:00:37,Yh8CPUDLDoYgSu6f...,Yh8CPUDL,$0.00005905,$0.00011930,$102.74,$51.89,+102.03%,WIN,0.5h,Close All (Telegram)
2025-11-26,20:00:37,HsjzGCbWRb8y2hqp...,HsjzGCbW,$0.00023340,$0.00145700,$146.92,$123.39,+524.25%,WIN,0.5h,Close All (Telegram)
2025-11-26,20:00:38,7Pfwz9cHwNdwUMVL...,7Pfwz9cH,$0.00000921,$0.00001072,$57.34,$8.10,+16.46%,WIN,0.2h,Close All (Telegram)
2025-11-26,20:00:38,4Qzhq9kqhXMTuZWS...,4Qzhq9kq,$0.00000778,$0.00001233,$95.01,$35.09,+58.56%,WIN,0.2h,Close All (Telegram)
2025-11-26,20:00:38,Dqr13wTznH21VWhx...,Dqr13wTz,$0.02448000,$0.02487000,$52.75,$0.83,+1.59%,WIN,0.0h,Close All (Telegram)
2025-11-26,20:00:38,9nBrGgoDj3R7otcV...,9nBrGgoD,$0.42010000,$0.26650000,$32.94,$-18.98,-36.56%,LOSS,0.0h,Close All (Telegram)
2025-11-26,20:11:09,3kHU3TxQFwBPZ5Ky...,3kHU3TxQ,$0.38450000,$0.43620000,$58.90,$6.98,+13.45%,WIN,0.1h,Trailing Stop
2025-11-26,20:13:09,5Eq1VWs9zjgzNjcs...,5Eq1VWs9,$0.00001411,$0.00001481,$57.66,$2.73,+4.96%,WIN,0.0h,low_liquidity
2025-11-26,20:15:30,AXpG4D2FM9Xqwa4x...,AXpG4D2F,$0.00001123,$0.00001262,$60.73,$6.69,+12.38%,WIN,0.2h,low_liquidity
2025-11-26,20:21:11,AHbXKskiggiHs2ay...,AHbXKski,$0.57450000,$0.33730000,$19.81,$-13.93,-41.29%,LOSS,0.2h,Stop Loss
2025-11-26,20:27:30,7kaRiQUPmcfbGKjE...,7kaRiQUP,$0.00001444,$0.00001440,$53.98,$-0.15,-0.28%,LOSS,0.1h,Trailing Stop
